4205;4206;4206;4206;4206;4206;4206;4671;4671;4671;4671
4299;4300;4300;4300;4300;4300;4300;4205;4206;4206;4207
6949;4394;4394;6949;6949;6949;6949;6949;6949;6949;6949
6949;6949;6949;6949;6949;6949;6949;6949;6949;6949;6949
6949;6949;6949;6949;6949;6949;6949;6949;6949;6949;6949
6949;6949;6949;6949;6949;6949;6949;6949;6949;6949;6949
6949;6949;6949;6949;6949;6949;6949;6949;6949;6949;6949
6949;6949;6949;6949;6949;6949;6949;6949;6949;6949;6949
6949;6949;6949;6949;6949;6949;6949;6949;6949;6949;6949
6949;6949;6949;6949;6949;6949;6949;6949;6949;6949;6949
6949;6949;6949;6949;6949;6949;6949;6949;6949;6949;6949